Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
05/13/2020,02/01/2020,05/09/2020,Maine,Male,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Maine,Male,15-24 years,0,23,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,Maine,Male,25-34 years,0,51,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,Maine,Male,35-44 years,,72,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Maine,Male,45-54 years,0,135,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Maine,Male,55-64 years,,332,14,0,,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Maine,Male,65-74 years,,485,41,,,50,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Maine,Male,75-84 years,,539,52,,,62,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Maine,Male,85 years and over,,610,72,,,82,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Maine,Male Total,"Male, all ages",29,"2,260",185,,16,224,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Maine,Female,Under 1 year,0,11,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,Maine,Female,1-4 years,0,,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Maine,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Maine,Female,15-24 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Maine,Female,25-34 years,0,25,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Maine,Female,35-44 years,0,34,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Maine,Female,45-54 years,,74,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Maine,Female,55-64 years,0,170,12,0,0,12,
05/13/2020,02/01/2020,05/09/2020,Maine,Female,65-74 years,,356,24,0,,30,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Maine,Female,75-84 years,,531,43,,,50,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Maine,Female,85 years and over,16,861,74,,,94,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Maine,Female Total,"Female, all ages",28,"2,070",164,,15,199,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Maine,Unknown,All ages,0,0,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,Maine Total,All sexes,All Ages,57,"4,330",349,14,31,423,
05/13/2020,02/01/2020,05/09/2020,Maryland,Male,Under 1 year,0,37,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,Maryland,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Maryland,Male,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Maryland,Male,15-24 years,0,107,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Maryland,Male,25-34 years,10,261,11,,,18,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Maryland,Male,35-44 years,16,318,16,,,29,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Maryland,Male,45-54 years,26,496,27,,,47,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Maryland,Male,55-64 years,95,"1,249",98,33,11,170,
05/13/2020,02/01/2020,05/09/2020,Maryland,Male,65-74 years,132,"1,689",159,52,,246,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Maryland,Male,75-84 years,187,"1,900",248,81,12,366,
05/13/2020,02/01/2020,05/09/2020,Maryland,Male,85 years and over,153,"1,906",224,60,16,329,
05/13/2020,02/01/2020,05/09/2020,Maryland,Male Total,"Male, all ages",619,"7,973",785,245,54,"1,207",
05/13/2020,02/01/2020,05/09/2020,Maryland,Female,Under 1 year,0,46,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,Maryland,Female,1-4 years,0,,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Maryland,Female,5-14 years,0,11,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Maryland,Female,15-24 years,,33,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Maryland,Female,25-34 years,,121,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Maryland,Female,35-44 years,,172,,0,0,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Maryland,Female,45-54 years,21,322,22,,,38,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Maryland,Female,55-64 years,52,821,66,19,13,111,
05/13/2020,02/01/2020,05/09/2020,Maryland,Female,65-74 years,109,"1,358",138,43,15,217,
05/13/2020,02/01/2020,05/09/2020,Maryland,Female,75-84 years,174,"1,988",213,71,15,329,
05/13/2020,02/01/2020,05/09/2020,Maryland,Female,85 years and over,244,"3,217",316,76,16,496,
05/13/2020,02/01/2020,05/09/2020,Maryland,Female Total,"Female, all ages",610,"8,095",770,219,63,"1,215",
05/13/2020,02/01/2020,05/09/2020,Maryland,Unknown,All ages,0,0,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,Maryland Total,All sexes,All Ages,"1,229","16,068","1,555",464,117,"2,422",
05/13/2020,02/01/2020,05/09/2020,Massachusetts,Male,Under 1 year,0,36,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,Massachusetts,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Massachusetts,Male,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Massachusetts,Male,15-24 years,,72,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Massachusetts,Male,25-34 years,,230,,,,10,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Massachusetts,Male,35-44 years,13,329,14,,,29,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Massachusetts,Male,45-54 years,40,539,24,,,59,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Massachusetts,Male,55-64 years,153,"1,356",145,67,15,245,
05/13/2020,02/01/2020,05/09/2020,Massachusetts,Male,65-74 years,325,"2,139",304,121,17,525,
05/13/2020,02/01/2020,05/09/2020,Massachusetts,Male,75-84 years,558,"2,800",455,208,25,830,
05/13/2020,02/01/2020,05/09/2020,Massachusetts,Male,85 years and over,716,"3,187",541,280,18,994,
05/13/2020,02/01/2020,05/09/2020,Massachusetts,Male Total,"Male, all ages","1,813","10,700","1,489",689,83,"2,694",
05/13/2020,02/01/2020,05/09/2020,Massachusetts,Female,Under 1 year,0,30,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,Massachusetts,Female,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Massachusetts,Female,5-14 years,0,,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Massachusetts,Female,15-24 years,0,38,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Massachusetts,Female,25-34 years,,98,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Massachusetts,Female,35-44 years,,157,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Massachusetts,Female,45-54 years,30,314,22,11,,43,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Massachusetts,Female,55-64 years,78,782,74,32,,126,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Massachusetts,Female,65-74 years,195,"1,485",170,74,,300,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Massachusetts,Female,75-84 years,501,"2,662",389,192,19,717,
05/13/2020,02/01/2020,05/09/2020,Massachusetts,Female,85 years and over,"1,101","5,426",711,330,29,"1,509",
05/13/2020,02/01/2020,05/09/2020,Massachusetts,Female Total,"Female, all ages","1,913","11,003","1,378",641,70,"2,715",
05/13/2020,02/01/2020,05/09/2020,Massachusetts,Unknown,All ages,0,0,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,Massachusetts Total,All sexes,All Ages,"3,726","21,703","2,867","1,330",153,"5,409",
05/13/2020,02/01/2020,05/09/2020,Michigan,Male,Under 1 year,0,80,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Michigan,Male,1-4 years,0,,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Michigan,Male,5-14 years,0,19,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,Michigan,Male,15-24 years,,151,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Michigan,Male,25-34 years,15,344,16,,,26,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Michigan,Male,35-44 years,31,473,26,11,,51,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Michigan,Male,45-54 years,119,"1,003",94,54,11,170,
05/13/2020,02/01/2020,05/09/2020,Michigan,Male,55-64 years,206,"2,342",235,95,17,363,
05/13/2020,02/01/2020,05/09/2020,Michigan,Male,65-74 years,381,"3,521",428,181,33,661,
05/13/2020,02/01/2020,05/09/2020,Michigan,Male,75-84 years,435,"4,035",545,221,22,778,
05/13/2020,02/01/2020,05/09/2020,Michigan,Male,85 years and over,338,"3,814",417,165,18,608,
05/13/2020,02/01/2020,05/09/2020,Michigan,Male Total,"Male, all ages","1,527","15,788","1,767",735,108,"2,664",
05/13/2020,02/01/2020,05/09/2020,Michigan,Female,Under 1 year,0,68,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,Michigan,Female,1-4 years,0,13,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Michigan,Female,5-14 years,,15,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Michigan,Female,15-24 years,,57,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Michigan,Female,25-34 years,,162,,,,12,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Michigan,Female,35-44 years,12,262,16,,,23,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Michigan,Female,45-54 years,55,598,59,24,,99,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Michigan,Female,55-64 years,127,"1,516",149,61,25,240,
05/13/2020,02/01/2020,05/09/2020,Michigan,Female,65-74 years,303,"2,725",353,163,29,522,
05/13/2020,02/01/2020,05/09/2020,Michigan,Female,75-84 years,350,"3,785",421,177,28,621,
05/13/2020,02/01/2020,05/09/2020,Michigan,Female,85 years and over,490,"6,245",607,235,23,885,
05/13/2020,02/01/2020,05/09/2020,Michigan,Female Total,"Female, all ages","1,346","15,446","1,613",669,121,"2,410",
05/13/2020,02/01/2020,05/09/2020,Michigan,Unknown,All ages,,,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Michigan Total,All sexes,All Ages,"2,874","31,238","3,381","1,405",229,"5,075",
05/13/2020,02/01/2020,05/09/2020,Minnesota,Male,Under 1 year,0,39,0,0,0,0,
