Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, and COVID-19 Deaths",Footnote
05/01/2020,02/01/2020,04/25/2020,Louisiana,Female Total,"Female, all ages",400,"5,587",426,174,37,688,
05/01/2020,02/01/2020,04/25/2020,Louisiana,Unknown,All ages,0,0,0,0,0,0,
05/01/2020,02/01/2020,04/25/2020,Louisiana Total,All sexes,All Ages,920,"11,401",902,400,63,"1,482",
05/01/2020,02/01/2020,04/25/2020,Maine,Male,Under 1 year,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Maine,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Maine,Male,5-14 years,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Maine,Male,15-24 years,0,19,0,0,0,0,
05/01/2020,02/01/2020,04/25/2020,Maine,Male,25-34 years,0,47,0,0,0,0,
05/01/2020,02/01/2020,04/25/2020,Maine,Male,35-44 years,0,65,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Maine,Male,45-54 years,0,113,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Maine,Male,55-64 years,,290,12,0,,19,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Maine,Male,65-74 years,,428,36,,,43,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Maine,Male,75-84 years,,488,47,,,56,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Maine,Male,85 years and over,,540,66,,,74,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Maine,Male Total,"Male, all ages",22,"2,000",166,,16,200,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Maine,Female,Under 1 year,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Maine,Female,1-4 years,0,,0,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Maine,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Maine,Female,15-24 years,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Maine,Female,25-34 years,0,23,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Maine,Female,35-44 years,0,28,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Maine,Female,45-54 years,0,66,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Maine,Female,55-64 years,0,141,12,0,0,12,
05/01/2020,02/01/2020,04/25/2020,Maine,Female,65-74 years,,308,23,0,,27,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Maine,Female,75-84 years,,477,41,,,46,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Maine,Female,85 years and over,10,764,66,,,81,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Maine,Female Total,"Female, all ages",18,"1,824",152,,14,177,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Maine,Unknown,All ages,0,0,0,0,0,0,
05/01/2020,02/01/2020,04/25/2020,Maine Total,All sexes,All Ages,40,"3,824",318,11,30,377,
05/01/2020,02/01/2020,04/25/2020,Maryland,Male,Under 1 year,0,31,0,0,0,0,
05/01/2020,02/01/2020,04/25/2020,Maryland,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Maryland,Male,5-14 years,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Maryland,Male,15-24 years,0,93,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Maryland,Male,25-34 years,,224,,,,12,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Maryland,Male,35-44 years,13,287,14,,,25,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Maryland,Male,45-54 years,16,413,21,,,34,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Maryland,Male,55-64 years,54,"1,051",81,20,11,125,
05/01/2020,02/01/2020,04/25/2020,Maryland,Male,65-74 years,69,"1,455",122,26,,172,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Maryland,Male,75-84 years,116,"1,611",194,50,12,272,
05/01/2020,02/01/2020,04/25/2020,Maryland,Male,85 years and over,92,"1,668",183,36,15,251,
05/01/2020,02/01/2020,04/25/2020,Maryland,Male Total,"Male, all ages",365,"6,843",625,145,53,893,
05/01/2020,02/01/2020,04/25/2020,Maryland,Female,Under 1 year,0,43,0,0,0,0,
05/01/2020,02/01/2020,04/25/2020,Maryland,Female,1-4 years,0,,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Maryland,Female,5-14 years,0,,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Maryland,Female,15-24 years,,29,,,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Maryland,Female,25-34 years,,108,,,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Maryland,Female,35-44 years,,155,,0,0,10,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Maryland,Female,45-54 years,13,281,20,,,30,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Maryland,Female,55-64 years,29,705,56,14,12,83,
05/01/2020,02/01/2020,04/25/2020,Maryland,Female,65-74 years,76,"1,155",112,30,14,171,
05/01/2020,02/01/2020,04/25/2020,Maryland,Female,75-84 years,94,"1,694",169,44,13,232,
05/01/2020,02/01/2020,04/25/2020,Maryland,Female,85 years and over,125,"2,755",259,45,14,351,
05/01/2020,02/01/2020,04/25/2020,Maryland,Female Total,"Female, all ages",345,"6,937",631,141,57,889,
05/01/2020,02/01/2020,04/25/2020,Maryland,Unknown,All ages,0,0,0,0,0,0,
05/01/2020,02/01/2020,04/25/2020,Maryland Total,All sexes,All Ages,710,"13,780","1,256",286,110,"1,782",
05/01/2020,02/01/2020,04/25/2020,Massachusetts,Male,Under 1 year,0,31,0,0,0,0,
05/01/2020,02/01/2020,04/25/2020,Massachusetts,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Massachusetts,Male,5-14 years,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Massachusetts,Male,15-24 years,,66,,,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Massachusetts,Male,25-34 years,,191,,,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Massachusetts,Male,35-44 years,,286,13,,,21,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Massachusetts,Male,45-54 years,19,452,16,,,36,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Massachusetts,Male,55-64 years,89,"1,136",107,36,14,174,
05/01/2020,02/01/2020,04/25/2020,Massachusetts,Male,65-74 years,167,"1,732",215,61,17,338,
05/01/2020,02/01/2020,04/25/2020,Massachusetts,Male,75-84 years,308,"2,291",328,108,25,553,
05/01/2020,02/01/2020,04/25/2020,Massachusetts,Male,85 years and over,401,"2,589",403,177,17,644,
05/01/2020,02/01/2020,04/25/2020,Massachusetts,Male Total,"Male, all ages",993,"8,784","1,086",387,81,"1,773",
05/01/2020,02/01/2020,04/25/2020,Massachusetts,Female,Under 1 year,0,29,0,0,0,0,
05/01/2020,02/01/2020,04/25/2020,Massachusetts,Female,1-4 years,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Massachusetts,Female,5-14 years,0,,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Massachusetts,Female,15-24 years,0,35,0,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Massachusetts,Female,25-34 years,,81,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Massachusetts,Female,35-44 years,,128,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Massachusetts,Female,45-54 years,16,268,15,,,27,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Massachusetts,Female,55-64 years,42,653,55,18,,84,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Massachusetts,Female,65-74 years,110,"1,258",131,42,,208,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Massachusetts,Female,75-84 years,269,"2,180",281,105,19,464,
05/01/2020,02/01/2020,04/25/2020,Massachusetts,Female,85 years and over,575,"4,375",511,177,29,936,
05/01/2020,02/01/2020,04/25/2020,Massachusetts,Female Total,"Female, all ages","1,016","9,018","1,002",348,69,"1,734",
05/01/2020,02/01/2020,04/25/2020,Massachusetts,Unknown,All ages,0,0,0,0,0,0,
05/01/2020,02/01/2020,04/25/2020,Massachusetts Total,All sexes,All Ages,"2,009","17,802","2,088",735,150,"3,507",
05/01/2020,02/01/2020,04/25/2020,Michigan,Male,Under 1 year,0,67,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Michigan,Male,1-4 years,0,,0,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Michigan,Male,5-14 years,0,18,0,0,0,0,
05/01/2020,02/01/2020,04/25/2020,Michigan,Male,15-24 years,,127,,,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Michigan,Male,25-34 years,11,295,14,,,21,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Michigan,Male,35-44 years,24,413,20,,,41,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Michigan,Male,45-54 years,89,865,78,40,11,138,
05/01/2020,02/01/2020,04/25/2020,Michigan,Male,55-64 years,143,"2,017",192,65,17,287,
05/01/2020,02/01/2020,04/25/2020,Michigan,Male,65-74 years,253,"3,042",339,119,32,505,
05/01/2020,02/01/2020,04/25/2020,Michigan,Male,75-84 years,280,"3,485",418,137,22,580,
05/01/2020,02/01/2020,04/25/2020,Michigan,Male,85 years and over,228,"3,348",334,108,18,472,
05/01/2020,02/01/2020,04/25/2020,Michigan,Male Total,"Male, all ages","1,030","13,683","1,400",484,107,"2,050",
05/01/2020,02/01/2020,04/25/2020,Michigan,Female,Under 1 year,0,62,0,0,0,0,
05/01/2020,02/01/2020,04/25/2020,Michigan,Female,1-4 years,0,10,0,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Michigan,Female,5-14 years,0,13,0,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Michigan,Female,15-24 years,,55,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Michigan,Female,25-34 years,,138,,,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Michigan,Female,35-44 years,,225,14,,,20,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Michigan,Female,45-54 years,34,517,52,19,,76,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Michigan,Female,55-64 years,80,"1,316",117,35,22,184,
05/01/2020,02/01/2020,04/25/2020,Michigan,Female,65-74 years,183,"2,324",269,95,28,385,
05/01/2020,02/01/2020,04/25/2020,Michigan,Female,75-84 years,218,"3,241",332,114,26,462,
05/01/2020,02/01/2020,04/25/2020,Michigan,Female,85 years and over,291,"5,406",466,139,22,640,
05/01/2020,02/01/2020,04/25/2020,Michigan,Female Total,"Female, all ages",820,"13,307","1,256",407,114,"1,783",
05/01/2020,02/01/2020,04/25/2020,Michigan,Unknown,All ages,,,,,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Michigan Total,All sexes,All Ages,"1,851","26,994","2,657",892,221,"3,834",
05/01/2020,02/01/2020,04/25/2020,Minnesota,Male,Under 1 year,0,37,0,0,0,0,
05/01/2020,02/01/2020,04/25/2020,Minnesota,Male,1-4 years,0,11,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Minnesota,Male,5-14 years,0,,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
